Descricao,Valor
kWh fornecido (EnergyMeter kWh),17603106.0
kWh da carga (Zone kWh),15868062.0
Zone losses (Zone Losses kWh),982422.0
Perdas na linha MT (Line Losses kWh),34509.0
Perdas nos trafos (Transformer Losses kWh),947917.0
Perdas em vazio ferro (No Load Losses kWh),891750.0
Perdas em carga cobre (Transformer - NoLoad) kWh,56167.0
